year,asylum_iso3,origin_iso3,country_asylum,country_origin,refugees_in,asylum_seekers_in,total_displaced_in,idps,stateless
2019,SUR,COL,Suriname,Colombia,0,5,5,0,0
2019,SUR,CUB,Suriname,Cuba,36,1187,1223,0,0
2019,SUR,DOM,Suriname,Dominican Republic,0,14,14,0,0
2019,SUR,NGA,Suriname,Nigeria,0,5,5,0,0
2019,SUR,VEN,Suriname,Venezuela,8,215,223,0,0
2020,SUR,COL,Suriname,Colombia,0,5,5,0,0
2020,SUR,CUB,Suriname,Cuba,7,1703,1710,0,0
2020,SUR,DOM,Suriname,Dominican Republic,0,8,8,0,0
2020,SUR,NGA,Suriname,Nigeria,0,5,5,0,0
2020,SUR,VEN,Suriname,Venezuela,12,267,279,0,0
2021,SUR,COL,Suriname,Colombia,0,6,6,0,0
2021,SUR,CUB,Suriname,Cuba,17,1777,1794,0,0
2021,SUR,DOM,Suriname,Dominican Republic,0,9,9,0,0
2021,SUR,GUY,Suriname,Guyana,0,5,5,0,0
2021,SUR,NGA,Suriname,Nigeria,0,5,5,0,0
2021,SUR,VEN,Suriname,Venezuela,12,331,343,0,0
2024,SUR,AFG,Suriname,Afghanistan,0,5,5,0,0
2024,SUR,COL,Suriname,Colombia,0,5,5,0,0
2024,SUR,CUB,Suriname,Cuba,12,2705,2717,0,0
2024,SUR,DOM,Suriname,Dominican Republic,0,5,5,0,0
2024,SUR,GUY,Suriname,Guyana,0,5,5,0,0
2024,SUR,HTI,Suriname,Haiti,0,5,5,0,0
2024,SUR,NGA,Suriname,Nigeria,0,5,5,0,0
2024,SUR,VEN,Suriname,Venezuela,12,482,494,0,0
2023,SUR,AFG,Suriname,Afghanistan,0,5,5,0,0
2023,SUR,COL,Suriname,Colombia,0,6,6,0,0
2023,SUR,CUB,Suriname,Cuba,12,2136,2148,0,0
2023,SUR,DOM,Suriname,Dominican Republic,0,5,5,0,0
2023,SUR,GUY,Suriname,Guyana,0,5,5,0,0
2023,SUR,HTI,Suriname,Haiti,0,6,6,0,0
2023,SUR,NGA,Suriname,Nigeria,0,5,5,0,0
2023,SUR,SUR,Suriname,Suriname,0,0,0,0,0
2023,SUR,VEN,Suriname,Venezuela,12,441,453,0,0
2022,SUR,COL,Suriname,Colombia,0,6,6,0,0
2022,SUR,CUB,Suriname,Cuba,12,2084,2096,0,0
2022,SUR,DOM,Suriname,Dominican Republic,0,10,10,0,0
2022,SUR,GUY,Suriname,Guyana,0,5,5,0,0
2022,SUR,HTI,Suriname,Haiti,0,6,6,0,0
2022,SUR,NGA,Suriname,Nigeria,0,5,5,0,0
2022,SUR,SUR,Suriname,Suriname,0,0,0,0,0
2022,SUR,VEN,Suriname,Venezuela,13,430,443,0,0
2019,TTO,EGY,Trinidad and Tobago,Egypt,0,5,5,0,0
2019,TTO,BGD,Trinidad and Tobago,Bangladesh,8,89,97,0,0
2019,TTO,CHN,Trinidad and Tobago,China,0,79,79,0,0
2019,TTO,CMR,Trinidad and Tobago,Cameroon,0,10,10,0,0
2019,TTO,COL,Trinidad and Tobago,Colombia,12,53,65,0,0
2019,TTO,CUB,Trinidad and Tobago,Cuba,155,2257,2412,0,0
2019,TTO,DOM,Trinidad and Tobago,Dominican Republic,0,130,130,0,0
2019,TTO,GHA,Trinidad and Tobago,Ghana,0,39,39,0,0
2019,TTO,GRD,Trinidad and Tobago,Grenada,0,5,5,0,0
2019,TTO,GUY,Trinidad and Tobago,Guyana,0,53,53,0,0
2019,TTO,HTI,Trinidad and Tobago,Haiti,0,15,15,0,0
2019,TTO,IND,Trinidad and Tobago,India,0,5,5,0,0
2019,TTO,JAM,Trinidad and Tobago,Jamaica,15,94,109,0,0
2019,TTO,MEX,Trinidad and Tobago,Mexico,6,0,6,0,0
2019,TTO,NIC,Trinidad and Tobago,Nicaragua,0,5,5,0,0
2019,TTO,NGA,Trinidad and Tobago,Nigeria,0,148,148,0,0
2019,TTO,PAK,Trinidad and Tobago,Pakistan,9,21,30,0,0
2019,TTO,PHL,Trinidad and Tobago,Philippines,0,5,5,0,0
2019,TTO,VNM,Trinidad and Tobago,Viet Nam,0,7,7,0,0
2019,TTO,SYR,Trinidad and Tobago,Syrian Arab Rep.,58,38,96,0,0
2019,TTO,TJK,Trinidad and Tobago,Tajikistan,0,5,5,0,0
2019,TTO,TTO,Trinidad and Tobago,Trinidad and Tobago,0,0,0,0,0
2019,TTO,VCT,Trinidad and Tobago,Saint Vincent and the Grenadines,5,5,10,0,0
2019,TTO,VEN,Trinidad and Tobago,Venezuela,2040,14296,16336,0,0
2020,TTO,BGD,Trinidad and Tobago,Bangladesh,8,90,98,0,0
2020,TTO,CHN,Trinidad and Tobago,China,0,127,127,0,0
2020,TTO,CMR,Trinidad and Tobago,Cameroon,0,9,9,0,0
2020,TTO,COL,Trinidad and Tobago,Colombia,12,60,72,0,0
2020,TTO,CUB,Trinidad and Tobago,Cuba,171,2348,2519,0,0
2020,TTO,DOM,Trinidad and Tobago,Dominican Republic,0,136,136,0,0
2020,TTO,GHA,Trinidad and Tobago,Ghana,0,45,45,0,0
2020,TTO,GRD,Trinidad and Tobago,Grenada,0,5,5,0,0
2020,TTO,GUY,Trinidad and Tobago,Guyana,19,56,75,0,0
2020,TTO,HTI,Trinidad and Tobago,Haiti,0,15,15,0,0
2020,TTO,IND,Trinidad and Tobago,India,0,5,5,0,0
2020,TTO,JAM,Trinidad and Tobago,Jamaica,37,124,161,0,0
2020,TTO,MEX,Trinidad and Tobago,Mexico,6,0,6,0,0
2020,TTO,NIC,Trinidad and Tobago,Nicaragua,0,5,5,0,0
2020,TTO,NGA,Trinidad and Tobago,Nigeria,5,158,163,0,0
2020,TTO,PAK,Trinidad and Tobago,Pakistan,9,19,28,0,0
2020,TTO,PER,Trinidad and Tobago,Peru,0,5,5,0,0
2020,TTO,PHL,Trinidad and Tobago,Philippines,0,5,5,0,0
2020,TTO,VNM,Trinidad and Tobago,Viet Nam,0,7,7,0,0
2020,TTO,SYR,Trinidad and Tobago,Syrian Arab Rep.,66,38,104,0,0
2020,TTO,TJK,Trinidad and Tobago,Tajikistan,0,5,5,0,0
2020,TTO,TTO,Trinidad and Tobago,Trinidad and Tobago,0,0,0,0,0
2020,TTO,VCT,Trinidad and Tobago,Saint Vincent and the Grenadines,5,0,5,0,0
2020,TTO,VEN,Trinidad and Tobago,Venezuela,2841,16664,19505,0,0
2021,TTO,BGD,Trinidad and Tobago,Bangladesh,8,91,99,0,0
2021,TTO,CHN,Trinidad and Tobago,China,0,127,127,0,0
2021,TTO,CMR,Trinidad and Tobago,Cameroon,0,9,9,0,0
2021,TTO,COL,Trinidad and Tobago,Colombia,11,64,75,0,0
2021,TTO,CUB,Trinidad and Tobago,Cuba,174,2339,2513,0,0
2021,TTO,DOM,Trinidad and Tobago,Dominican Republic,0,139,139,0,0
2021,TTO,GHA,Trinidad and Tobago,Ghana,0,46,46,0,0
2021,TTO,GRD,Trinidad and Tobago,Grenada,0,5,5,0,0
2021,TTO,GUY,Trinidad and Tobago,Guyana,21,64,85,0,0
2021,TTO,HTI,Trinidad and Tobago,Haiti,0,15,15,0,0
2021,TTO,IND,Trinidad and Tobago,India,0,5,5,0,0
2021,TTO,JAM,Trinidad and Tobago,Jamaica,42,160,202,0,0
2021,TTO,LKA,Trinidad and Tobago,Sri Lanka,5,0,5,0,0
2021,TTO,MEX,Trinidad and Tobago,Mexico,6,0,6,0,0
2021,TTO,NIC,Trinidad and Tobago,Nicaragua,0,5,5,0,0
2021,TTO,NGA,Trinidad and Tobago,Nigeria,5,154,159,0,0
2021,TTO,PAK,Trinidad and Tobago,Pakistan,9,17,26,0,0
2021,TTO,PER,Trinidad and Tobago,Peru,0,5,5,0,0
2021,TTO,PHL,Trinidad and Tobago,Philippines,0,5,5,0,0
2021,TTO,VNM,Trinidad and Tobago,Viet Nam,0,7,7,0,0
2021,TTO,SYR,Trinidad and Tobago,Syrian Arab Rep.,64,38,102,0,0
2021,TTO,TJK,Trinidad and Tobago,Tajikistan,0,5,5,0,0
2021,TTO,TTO,Trinidad and Tobago,Trinidad and Tobago,0,0,0,0,0
2021,TTO,VCT,Trinidad and Tobago,Saint Vincent and the Grenadines,5,0,5,0,0
2021,TTO,VEN,Trinidad and Tobago,Venezuela,3221,18322,21543,0,0
2024,TTO,BGD,Trinidad and Tobago,Bangladesh,7,44,51,0,0
2024,TTO,BRA,Trinidad and Tobago,Brazil,0,5,5,0,0
2024,TTO,CHN,Trinidad and Tobago,China,0,32,32,0,0
2024,TTO,COL,Trinidad and Tobago,Colombia,8,62,70,0,0
2024,TTO,CUB,Trinidad and Tobago,Cuba,157,1216,1373,0,0
2024,TTO,DOM,Trinidad and Tobago,Dominican Republic,0,65,65,0,0
2024,TTO,ECU,Trinidad and Tobago,Ecuador,0,5,5,0,0
2024,TTO,GHA,Trinidad and Tobago,Ghana,0,15,15,0,0
2024,TTO,GRD,Trinidad and Tobago,Grenada,0,7,7,0,0
2024,TTO,GUY,Trinidad and Tobago,Guyana,7,80,87,0,0
2024,TTO,HTI,Trinidad and Tobago,Haiti,0,19,19,0,0
2024,TTO,IND,Trinidad and Tobago,India,0,31,31,0,0
2024,TTO,JAM,Trinidad and Tobago,Jamaica,61,516,577,0,0
2024,TTO,LBN,Trinidad and Tobago,Lebanon,0,7,7,0,0
2024,TTO,NGA,Trinidad and Tobago,Nigeria,6,69,75,0,0
2024,TTO,PAK,Trinidad and Tobago,Pakistan,5,33,38,0,0
2024,TTO,PER,Trinidad and Tobago,Peru,0,6,6,0,0
2024,TTO,SYR,Trinidad and Tobago,Syrian Arab Rep.,42,39,81,0,0
2024,TTO,TTO,Trinidad and Tobago,Trinidad and Tobago,0,0,0,0,0
2024,TTO,VCT,Trinidad and Tobago,Saint Vincent and the Grenadines,0,17,17,0,0
2024,TTO,VEN,Trinidad and Tobago,Venezuela,3035,18538,21573,0,0
2023,TTO,BGD,Trinidad and Tobago,Bangladesh,8,82,90,0,0
2023,TTO,BRA,Trinidad and Tobago,Brazil,0,5,5,0,0
2023,TTO,CHN,Trinidad and Tobago,China,0,133,133,0,0
2023,TTO,CMR,Trinidad and Tobago,Cameroon,5,5,10,0,0
2023,TTO,COL,Trinidad and Tobago,Colombia,7,73,80,0,0
2023,TTO,CUB,Trinidad and Tobago,Cuba,122,1840,1962,0,0
2023,TTO,DOM,Trinidad and Tobago,Dominican Republic,0,129,129,0,0
2023,TTO,GHA,Trinidad and Tobago,Ghana,0,48,48,0,0
2023,TTO,GRD,Trinidad and Tobago,Grenada,0,5,5,0,0
2023,TTO,GUY,Trinidad and Tobago,Guyana,7,109,116,0,0
2023,TTO,HTI,Trinidad and Tobago,Haiti,0,25,25,0,0
2023,TTO,IND,Trinidad and Tobago,India,0,34,34,0,0
2023,TTO,JAM,Trinidad and Tobago,Jamaica,57,481,538,0,0
2023,TTO,LBN,Trinidad and Tobago,Lebanon,0,6,6,0,0
2023,TTO,NGA,Trinidad and Tobago,Nigeria,5,149,154,0,0
2023,TTO,PAK,Trinidad and Tobago,Pakistan,7,47,54,0,0
2023,TTO,PER,Trinidad and Tobago,Peru,0,7,7,0,0
2023,TTO,PHL,Trinidad and Tobago,Philippines,0,5,5,0,0
2023,TTO,VNM,Trinidad and Tobago,Viet Nam,0,7,7,0,0
2023,TTO,SYR,Trinidad and Tobago,Syrian Arab Rep.,42,45,87,0,0
2023,TTO,TJK,Trinidad and Tobago,Tajikistan,0,5,5,0,0
2023,TTO,TTO,Trinidad and Tobago,Trinidad and Tobago,0,0,0,0,0
2023,TTO,VCT,Trinidad and Tobago,Saint Vincent and the Grenadines,0,10,10,0,0
2023,TTO,VEN,Trinidad and Tobago,Venezuela,2945,25367,28312,0,0
2022,TTO,ATG,Trinidad and Tobago,Antigua and Barbuda,5,0,5,0,0
2022,TTO,BGD,Trinidad and Tobago,Bangladesh,8,83,91,0,0
2022,TTO,CHN,Trinidad and Tobago,China,0,42,42,0,0
2022,TTO,CMR,Trinidad and Tobago,Cameroon,6,6,12,0,0
2022,TTO,COL,Trinidad and Tobago,Colombia,8,57,65,0,0
2022,TTO,CUB,Trinidad and Tobago,Cuba,163,1330,1493,0,0
2022,TTO,DOM,Trinidad and Tobago,Dominican Republic,0,108,108,0,0
2022,TTO,GHA,Trinidad and Tobago,Ghana,0,49,49,0,0
2022,TTO,GRD,Trinidad and Tobago,Grenada,0,5,5,0,0
2022,TTO,GUY,Trinidad and Tobago,Guyana,15,89,104,0,0
2022,TTO,HTI,Trinidad and Tobago,Haiti,5,16,21,0,0
2022,TTO,IND,Trinidad and Tobago,India,0,5,5,0,0
2022,TTO,JAM,Trinidad and Tobago,Jamaica,36,282,318,0,0
2022,TTO,LKA,Trinidad and Tobago,Sri Lanka,5,0,5,0,0
2022,TTO,MEX,Trinidad and Tobago,Mexico,6,0,6,0,0
2022,TTO,NGA,Trinidad and Tobago,Nigeria,5,161,166,0,0
2022,TTO,PAK,Trinidad and Tobago,Pakistan,9,20,29,0,0
2022,TTO,PER,Trinidad and Tobago,Peru,0,7,7,0,0
2022,TTO,PHL,Trinidad and Tobago,Philippines,0,5,5,0,0
2022,TTO,VNM,Trinidad and Tobago,Viet Nam,0,7,7,0,0
2022,TTO,SYR,Trinidad and Tobago,Syrian Arab Rep.,50,43,93,0,0
2022,TTO,TJK,Trinidad and Tobago,Tajikistan,0,11,11,0,0
2022,TTO,TTO,Trinidad and Tobago,Trinidad and Tobago,0,0,0,0,0
2022,TTO,VCT,Trinidad and Tobago,Saint Vincent and the Grenadines,5,5,10,0,0
2022,TTO,VEN,Trinidad and Tobago,Venezuela,3098,18038,21136,0,0
2019,VEN,AFG,Venezuela,Afghanistan,10,0,10,0,0
2019,VEN,CHL,Venezuela,Chile,10,0,10,0,0
2019,VEN,COG,Venezuela,Congo,5,0,5,0,0
2019,VEN,COL,Venezuela,Colombia,67622,49,67671,0,0
2019,VEN,PSE,Venezuela,State of Palestine,7,0,7,0,0
2019,VEN,HTI,Venezuela,Haiti,7,0,7,0,0
2019,VEN,IRQ,Venezuela,Iraq,18,0,18,0,0
2019,VEN,LBR,Venezuela,Liberia,9,0,9,0,0
2019,VEN,LBY,Venezuela,Libya,5,0,5,0,0
2019,VEN,LBN,Venezuela,Lebanon,12,0,12,0,0
2019,VEN,NGA,Venezuela,Nigeria,7,0,7,0,0
2019,VEN,PER,Venezuela,Peru,5,0,5,0,0
2019,VEN,RWA,Venezuela,Rwanda,5,0,5,0,0
2019,VEN,SLE,Venezuela,Sierra Leone,5,0,5,0,0
2019,VEN,SYR,Venezuela,Syrian Arab Rep.,5,0,5,0,0
2019,VEN,TUR,Venezuela,Türkiye,6,0,6,0,0
2019,VEN,VEN,Venezuela,Venezuela,0,0,0,0,0
2019,VEN,ESH,Venezuela,Western Sahara,11,0,11,0,0
2020,VEN,AFG,Venezuela,Afghanistan,10,0,10,0,0
2020,VEN,CHL,Venezuela,Chile,10,0,10,0,0
2020,VEN,COG,Venezuela,Congo,5,0,5,0,0
2020,VEN,COL,Venezuela,Colombia,67935,284,68219,0,0
2020,VEN,PSE,Venezuela,State of Palestine,7,0,7,0,0
2020,VEN,HTI,Venezuela,Haiti,7,0,7,0,0
2020,VEN,IRQ,Venezuela,Iraq,18,0,18,0,0
2020,VEN,LBR,Venezuela,Liberia,9,0,9,0,0
2020,VEN,LBY,Venezuela,Libya,5,0,5,0,0
2020,VEN,LBN,Venezuela,Lebanon,12,0,12,0,0
2020,VEN,NGA,Venezuela,Nigeria,7,0,7,0,0
2020,VEN,PER,Venezuela,Peru,5,0,5,0,0
2020,VEN,RWA,Venezuela,Rwanda,5,0,5,0,0
2020,VEN,SLE,Venezuela,Sierra Leone,5,0,5,0,0
2020,VEN,SYR,Venezuela,Syrian Arab Rep.,32,0,32,0,0
2020,VEN,TUR,Venezuela,Türkiye,6,0,6,0,0
2020,VEN,VEN,Venezuela,Venezuela,0,0,0,0,0
2020,VEN,ESH,Venezuela,Western Sahara,11,0,11,0,0
2021,VEN,AFG,Venezuela,Afghanistan,10,0,10,0,0
2021,VEN,CHL,Venezuela,Chile,10,0,10,0,0
2021,VEN,COG,Venezuela,Congo,5,0,5,0,0
2021,VEN,COL,Venezuela,Colombia,39168,516,39684,0,0
2021,VEN,PSE,Venezuela,State of Palestine,7,0,7,0,0
2021,VEN,HTI,Venezuela,Haiti,12,0,12,0,0
2021,VEN,IRQ,Venezuela,Iraq,18,0,18,0,0
2021,VEN,LBR,Venezuela,Liberia,9,0,9,0,0
2021,VEN,LBY,Venezuela,Libya,5,0,5,0,0
2021,VEN,LBN,Venezuela,Lebanon,12,0,12,0,0
2021,VEN,NGA,Venezuela,Nigeria,7,0,7,0,0
2021,VEN,PER,Venezuela,Peru,5,0,5,0,0
2021,VEN,RWA,Venezuela,Rwanda,5,0,5,0,0
2021,VEN,SLE,Venezuela,Sierra Leone,5,0,5,0,0
2021,VEN,SYR,Venezuela,Syrian Arab Rep.,33,0,33,0,0
2021,VEN,TUR,Venezuela,Türkiye,6,0,6,0,0
2021,VEN,VEN,Venezuela,Venezuela,0,0,0,0,0
2021,VEN,ESH,Venezuela,Western Sahara,11,0,11,0,0
2024,VEN,AFG,Venezuela,Afghanistan,10,0,10,0,0
2024,VEN,CHL,Venezuela,Chile,10,0,10,0,0
2024,VEN,COG,Venezuela,Congo,5,0,5,0,0
2024,VEN,COL,Venezuela,Colombia,19173,1572,20745,0,0
2024,VEN,PSE,Venezuela,State of Palestine,7,0,7,0,0
2024,VEN,HTI,Venezuela,Haiti,12,0,12,0,0
2024,VEN,IRQ,Venezuela,Iraq,18,0,18,0,0
2024,VEN,LBR,Venezuela,Liberia,9,0,9,0,0
2024,VEN,LBY,Venezuela,Libya,5,0,5,0,0
2024,VEN,LBN,Venezuela,Lebanon,12,0,12,0,0
2024,VEN,NGA,Venezuela,Nigeria,7,0,7,0,0
2024,VEN,PER,Venezuela,Peru,5,0,5,0,0
2024,VEN,RWA,Venezuela,Rwanda,5,0,5,0,0
2024,VEN,SLE,Venezuela,Sierra Leone,5,0,5,0,0
2024,VEN,SYR,Venezuela,Syrian Arab Rep.,33,6,39,0,0
2024,VEN,TUR,Venezuela,Türkiye,6,0,6,0,0
2024,VEN,VEN,Venezuela,Venezuela,0,0,0,0,0
2024,VEN,ESH,Venezuela,Western Sahara,11,0,11,0,0
2023,VEN,AFG,Venezuela,Afghanistan,10,0,10,0,0
2023,VEN,CHL,Venezuela,Chile,10,0,10,0,0
2023,VEN,COG,Venezuela,Congo,5,0,5,0,0
2023,VEN,COL,Venezuela,Colombia,29176,1572,30748,0,0
2023,VEN,PSE,Venezuela,State of Palestine,7,0,7,0,0
2023,VEN,HTI,Venezuela,Haiti,12,0,12,0,0
2023,VEN,IRQ,Venezuela,Iraq,18,0,18,0,0
2023,VEN,LBR,Venezuela,Liberia,9,0,9,0,0
2023,VEN,LBY,Venezuela,Libya,5,0,5,0,0
2023,VEN,LBN,Venezuela,Lebanon,12,0,12,0,0
2023,VEN,NGA,Venezuela,Nigeria,7,0,7,0,0
2023,VEN,PER,Venezuela,Peru,5,0,5,0,0
2023,VEN,RWA,Venezuela,Rwanda,5,0,5,0,0
2023,VEN,SLE,Venezuela,Sierra Leone,5,0,5,0,0
2023,VEN,SYR,Venezuela,Syrian Arab Rep.,33,6,39,0,0
2023,VEN,TUR,Venezuela,Türkiye,6,0,6,0,0
2023,VEN,VEN,Venezuela,Venezuela,0,0,0,0,0
2023,VEN,ESH,Venezuela,Western Sahara,11,0,11,0,0
2022,VEN,AFG,Venezuela,Afghanistan,10,0,10,0,0
2022,VEN,CHL,Venezuela,Chile,10,0,10,0,0
2022,VEN,COG,Venezuela,Congo,5,0,5,0,0
2022,VEN,COL,Venezuela,Colombia,29181,1045,30226,0,0
2022,VEN,PSE,Venezuela,State of Palestine,7,0,7,0,0
2022,VEN,HTI,Venezuela,Haiti,12,0,12,0,0
2022,VEN,IRQ,Venezuela,Iraq,18,0,18,0,0
2022,VEN,LBR,Venezuela,Liberia,9,0,9,0,0
2022,VEN,LBY,Venezuela,Libya,5,0,5,0,0
2022,VEN,LBN,Venezuela,Lebanon,12,0,12,0,0
2022,VEN,NGA,Venezuela,Nigeria,7,0,7,0,0
2022,VEN,PER,Venezuela,Peru,5,0,5,0,0
2022,VEN,RWA,Venezuela,Rwanda,5,0,5,0,0
2022,VEN,SLE,Venezuela,Sierra Leone,5,0,5,0,0
2022,VEN,SYR,Venezuela,Syrian Arab Rep.,33,0,33,0,0
2022,VEN,TUR,Venezuela,Türkiye,6,0,6,0,0
2022,VEN,VEN,Venezuela,Venezuela,0,0,0,0,0
2022,VEN,ESH,Venezuela,Western Sahara,11,0,11,0,0
