year,origin_iso3,asylum_iso3,country_origin,country_asylum,refugees_out,asylum_seekers_out,total_displaced_out
2020,GTM,CHE,Guatemala,Switzerland,7,0,7
2020,GTM,URY,Guatemala,Uruguay,5,0,5
2020,GTM,USA,Guatemala,United States of America,21951,139527,161478
2021,GTM,ARG,Guatemala,Argentina,8,0,8
2021,GTM,AUT,Guatemala,Austria,6,0,6
2021,GTM,BEL,Guatemala,Belgium,39,35,74
2021,GTM,BRA,Guatemala,Brazil,0,24,24
2021,GTM,BLZ,Guatemala,Belize,0,416,416
2021,GTM,CAN,Guatemala,Canada,358,237,595
2021,GTM,CHL,Guatemala,Chile,0,5,5
2021,GTM,CRI,Guatemala,Costa Rica,25,108,133
2021,GTM,FIN,Guatemala,Finland,5,0,5
2021,GTM,FRA,Guatemala,France,21,5,26
2021,GTM,GBR,Guatemala,United Kingdom of Great Britain and Northern Ireland,9,26,35
2021,GTM,DEU,Guatemala,Germany,5,9,14
2021,GTM,GTM,Guatemala,Guatemala,0,0,0
2021,GTM,IRL,Guatemala,Ireland,5,10,15
2021,GTM,ITA,Guatemala,Italy,12,9,21
2021,GTM,MEX,Guatemala,Mexico,3113,6123,9236
2021,GTM,NLD,Guatemala,Netherlands (Kingdom of the),0,5,5
2021,GTM,NIC,Guatemala,Nicaragua,7,0,7
2021,GTM,PAN,Guatemala,Panama,12,8,20
2021,GTM,PRY,Guatemala,Paraguay,0,6,6
2021,GTM,SLV,Guatemala,El Salvador,0,8,8
2021,GTM,ESP,Guatemala,Spain,99,610,709
2021,GTM,SWE,Guatemala,Sweden,11,0,11
2021,GTM,CHE,Guatemala,Switzerland,7,0,7
2021,GTM,URY,Guatemala,Uruguay,5,0,5
2021,GTM,USA,Guatemala,United States of America,23180,152784,175964
2024,GTM,ARG,Guatemala,Argentina,9,0,9
2024,GTM,AUT,Guatemala,Austria,5,5,10
2024,GTM,BEL,Guatemala,Belgium,43,103,146
2024,GTM,BRA,Guatemala,Brazil,5,21,26
2024,GTM,BLZ,Guatemala,Belize,19,418,437
2024,GTM,CAN,Guatemala,Canada,555,464,1019
2024,GTM,CHL,Guatemala,Chile,0,5,5
2024,GTM,CRI,Guatemala,Costa Rica,49,169,218
2024,GTM,FRA,Guatemala,France,34,0,34
2024,GTM,GBR,Guatemala,United Kingdom of Great Britain and Northern Ireland,44,116,160
2024,GTM,DEU,Guatemala,Germany,10,11,21
2024,GTM,GTM,Guatemala,Guatemala,0,0,0
2024,GTM,HND,Guatemala,Honduras,0,5,5
2024,GTM,IRL,Guatemala,Ireland,29,58,87
2024,GTM,ITA,Guatemala,Italy,50,95,145
2024,GTM,MEX,Guatemala,Mexico,6652,9247,15899
2024,GTM,NLD,Guatemala,Netherlands (Kingdom of the),12,0,12
2024,GTM,NOR,Guatemala,Norway,0,5,5
2024,GTM,PAN,Guatemala,Panama,10,11,21
2024,GTM,PER,Guatemala,Peru,5,17,22
2024,GTM,SLV,Guatemala,El Salvador,8,10,18
2024,GTM,ESP,Guatemala,Spain,307,540,847
2024,GTM,SWE,Guatemala,Sweden,15,0,15
2024,GTM,CHE,Guatemala,Switzerland,5,0,5
2024,GTM,URY,Guatemala,Uruguay,5,5,10
2024,GTM,USA,Guatemala,United States of America,28452,184014,212466
2023,GTM,ARG,Guatemala,Argentina,9,0,9
2023,GTM,AUT,Guatemala,Austria,5,0,5
2023,GTM,BEL,Guatemala,Belgium,43,108,151
2023,GTM,BRA,Guatemala,Brazil,5,22,27
2023,GTM,BLZ,Guatemala,Belize,6,409,415
2023,GTM,CAN,Guatemala,Canada,287,349,636
2023,GTM,CHL,Guatemala,Chile,0,5,5
2023,GTM,COL,Guatemala,Colombia,0,5,5
2023,GTM,CRI,Guatemala,Costa Rica,24,153,177
2023,GTM,FRA,Guatemala,France,31,0,31
2023,GTM,GBR,Guatemala,United Kingdom of Great Britain and Northern Ireland,29,80,109
2023,GTM,DEU,Guatemala,Germany,8,13,21
2023,GTM,GTM,Guatemala,Guatemala,0,0,0
2023,GTM,IRL,Guatemala,Ireland,19,42,61
2023,GTM,ITA,Guatemala,Italy,45,38,83
2023,GTM,MEX,Guatemala,Mexico,5386,9352,14738
2023,GTM,NLD,Guatemala,Netherlands (Kingdom of the),12,0,12
2023,GTM,NIC,Guatemala,Nicaragua,7,0,7
2023,GTM,NOR,Guatemala,Norway,0,5,5
2023,GTM,PAN,Guatemala,Panama,12,6,18
2023,GTM,PRY,Guatemala,Paraguay,0,5,5
2023,GTM,PER,Guatemala,Peru,5,11,16
2023,GTM,SLV,Guatemala,El Salvador,6,11,17
2023,GTM,ESP,Guatemala,Spain,234,630,864
2023,GTM,SWE,Guatemala,Sweden,5,5,10
2023,GTM,CHE,Guatemala,Switzerland,6,6,12
2023,GTM,URY,Guatemala,Uruguay,5,5,10
2023,GTM,USA,Guatemala,United States of America,27821,164775,192596
2022,GTM,ARG,Guatemala,Argentina,8,0,8
2022,GTM,AUT,Guatemala,Austria,6,0,6
2022,GTM,BEL,Guatemala,Belgium,38,95,133
2022,GTM,BRA,Guatemala,Brazil,5,25,30
2022,GTM,BLZ,Guatemala,Belize,0,410,410
2022,GTM,CAN,Guatemala,Canada,230,292,522
2022,GTM,CHL,Guatemala,Chile,0,5,5
2022,GTM,CRI,Guatemala,Costa Rica,24,141,165
2022,GTM,FRA,Guatemala,France,25,5,30
2022,GTM,GBR,Guatemala,United Kingdom of Great Britain and Northern Ireland,9,57,66
2022,GTM,DEU,Guatemala,Germany,5,12,17
2022,GTM,GTM,Guatemala,Guatemala,0,0,0
2022,GTM,ISL,Guatemala,Iceland,0,5,5
2022,GTM,IRL,Guatemala,Ireland,11,20,31
2022,GTM,ITA,Guatemala,Italy,16,20,36
2022,GTM,MEX,Guatemala,Mexico,4127,8184,12311
2022,GTM,NLD,Guatemala,Netherlands (Kingdom of the),5,0,5
2022,GTM,NIC,Guatemala,Nicaragua,7,0,7
2022,GTM,PAN,Guatemala,Panama,12,6,18
2022,GTM,PRY,Guatemala,Paraguay,0,6,6
2022,GTM,PER,Guatemala,Peru,5,0,5
2022,GTM,SLV,Guatemala,El Salvador,6,5,11
2022,GTM,ESP,Guatemala,Spain,150,490,640
2022,GTM,SWE,Guatemala,Sweden,6,5,11
2022,GTM,CHE,Guatemala,Switzerland,7,5,12
2022,GTM,URY,Guatemala,Uruguay,5,0,5
2022,GTM,USA,Guatemala,United States of America,25552,157113,182665
2019,GUY,BRA,Guyana,Brazil,5,137,142
2019,GUY,CAN,Guyana,Canada,126,68,194
2019,GUY,FRA,Guyana,France,19,0,19
2019,GUY,GBR,Guyana,United Kingdom of Great Britain and Northern Ireland,20,9,29
2019,GUY,IRL,Guyana,Ireland,0,5,5
2019,GUY,MEX,Guyana,Mexico,0,5,5
2019,GUY,NLD,Guyana,Netherlands (Kingdom of the),0,5,5
2019,GUY,TTO,Guyana,Trinidad and Tobago,0,53,53
2019,GUY,USA,Guyana,United States of America,114,394,508
2020,GUY,BEL,Guyana,Belgium,5,0,5
2020,GUY,BRA,Guyana,Brazil,5,149,154
2020,GUY,CAN,Guyana,Canada,93,52,145
2020,GUY,FRA,Guyana,France,19,0,19
2020,GUY,GBR,Guyana,United Kingdom of Great Britain and Northern Ireland,20,9,29
2020,GUY,MEX,Guyana,Mexico,0,5,5
2020,GUY,TTO,Guyana,Trinidad and Tobago,19,56,75
2020,GUY,USA,Guyana,United States of America,106,437,543
2021,GUY,BRB,Guyana,Barbados,0,5,5
2021,GUY,BEL,Guyana,Belgium,5,0,5
2021,GUY,BRA,Guyana,Brazil,5,158,163
2021,GUY,CAN,Guyana,Canada,90,60,150
2021,GUY,CRI,Guyana,Costa Rica,0,9,9
2021,GUY,FRA,Guyana,France,29,0,29
2021,GUY,GBR,Guyana,United Kingdom of Great Britain and Northern Ireland,20,6,26
2021,GUY,GUY,Guyana,Guyana,0,0,0
2021,GUY,MEX,Guyana,Mexico,0,23,23
2021,GUY,NLD,Guyana,Netherlands (Kingdom of the),5,0,5
2021,GUY,SUR,Guyana,Suriname,0,5,5
2021,GUY,TTO,Guyana,Trinidad and Tobago,21,64,85
2021,GUY,USA,Guyana,United States of America,110,526,636
2024,GUY,BRA,Guyana,Brazil,9,196,205
2024,GUY,CAN,Guyana,Canada,95,58,153
2024,GUY,CRI,Guyana,Costa Rica,0,5,5
2024,GUY,FRA,Guyana,France,40,0,40
2024,GUY,GBR,Guyana,United Kingdom of Great Britain and Northern Ireland,34,26,60
2024,GUY,IRL,Guyana,Ireland,0,19,19
2024,GUY,MEX,Guyana,Mexico,5,107,112
2024,GUY,NLD,Guyana,Netherlands (Kingdom of the),7,5,12
2024,GUY,PER,Guyana,Peru,0,9,9
2024,GUY,SUR,Guyana,Suriname,0,5,5
2024,GUY,TTO,Guyana,Trinidad and Tobago,7,80,87
2024,GUY,USA,Guyana,United States of America,116,1081,1197
2023,GUY,BRB,Guyana,Barbados,5,0,5
2023,GUY,BRA,Guyana,Brazil,0,171,171
2023,GUY,CAN,Guyana,Canada,50,53,103
2023,GUY,CRI,Guyana,Costa Rica,0,11,11
2023,GUY,FRA,Guyana,France,39,0,39
2023,GUY,GBR,Guyana,United Kingdom of Great Britain and Northern Ireland,17,32,49
2023,GUY,IRL,Guyana,Ireland,0,8,8
2023,GUY,MEX,Guyana,Mexico,5,102,107
2023,GUY,NLD,Guyana,Netherlands (Kingdom of the),7,5,12
2023,GUY,PER,Guyana,Peru,0,9,9
2023,GUY,SUR,Guyana,Suriname,0,5,5
2023,GUY,TTO,Guyana,Trinidad and Tobago,7,109,116
2023,GUY,USA,Guyana,United States of America,118,760,878
2022,GUY,BRA,Guyana,Brazil,5,190,195
2022,GUY,CAN,Guyana,Canada,46,60,106
2022,GUY,CRI,Guyana,Costa Rica,0,11,11
2022,GUY,FRA,Guyana,France,38,0,38
2022,GUY,GBR,Guyana,United Kingdom of Great Britain and Northern Ireland,18,9,27
2022,GUY,GUY,Guyana,Guyana,0,0,0
2022,GUY,IRL,Guyana,Ireland,0,5,5
2022,GUY,MEX,Guyana,Mexico,0,32,32
2022,GUY,NLD,Guyana,Netherlands (Kingdom of the),8,5,13
2022,GUY,SUR,Guyana,Suriname,0,5,5
2022,GUY,TTO,Guyana,Trinidad and Tobago,15,89,104
2022,GUY,USA,Guyana,United States of America,120,523,643
2019,HTI,ARG,Haiti,Argentina,72,754,826
2019,HTI,BEL,Haiti,Belgium,5,0,5
2019,HTI,BRA,Haiti,Brazil,8,32788,32796
2019,HTI,CAN,Haiti,Canada,6563,5365,11928
2019,HTI,CHL,Haiti,Chile,0,26,26
2019,HTI,CRI,Haiti,Costa Rica,12,111,123
2019,HTI,CUB,Haiti,Cuba,5,0,5
2019,HTI,CYP,Haiti,Cyprus,0,11,11
2019,HTI,DOM,Haiti,Dominican Republic,164,244,408
2019,HTI,ECU,Haiti,Ecuador,21,11,32
2019,HTI,FRA,Haiti,France,3815,1535,5350
2019,HTI,GBR,Haiti,United Kingdom of Great Britain and Northern Ireland,0,10,10
2019,HTI,DEU,Haiti,Germany,15,18,33
2019,HTI,GRC,Haiti,Greece,8,36,44
2019,HTI,ITA,Haiti,Italy,9,0,9
2019,HTI,JAM,Haiti,Jamaica,0,5,5
2019,HTI,KOR,Haiti,Rep. of Korea,0,20,20
2019,HTI,MEX,Haiti,Mexico,221,5566,5787
2019,HTI,PAN,Haiti,Panama,19,0,19
2019,HTI,PER,Haiti,Peru,78,63,141
2019,HTI,SEN,Haiti,Senegal,0,5,5
2019,HTI,ESP,Haiti,Spain,14,25,39
2019,HTI,TTO,Haiti,Trinidad and Tobago,0,15,15
2019,HTI,URY,Haiti,Uruguay,0,15,15
2019,HTI,USA,Haiti,United States of America,15698,19061,34759
2019,HTI,VEN,Haiti,Venezuela,7,0,7
2020,HTI,ARG,Haiti,Argentina,74,766,840
2020,HTI,BEL,Haiti,Belgium,5,5,10
2020,HTI,BRA,Haiti,Brazil,8,38130,38138
2020,HTI,CAN,Haiti,Canada,4587,4662,9249
2020,HTI,CHL,Haiti,Chile,0,26,26
2020,HTI,CRI,Haiti,Costa Rica,12,128,140
2020,HTI,CUB,Haiti,Cuba,5,0,5
2020,HTI,CYP,Haiti,Cyprus,0,12,12
2020,HTI,DOM,Haiti,Dominican Republic,162,273,435
2020,HTI,ECU,Haiti,Ecuador,21,36,57
2020,HTI,FRA,Haiti,France,4128,1935,6063
2020,HTI,GBR,Haiti,United Kingdom of Great Britain and Northern Ireland,0,10,10
2020,HTI,DEU,Haiti,Germany,14,20,34
2020,HTI,GRC,Haiti,Greece,23,37,60
2020,HTI,HND,Haiti,Honduras,0,0,0
2020,HTI,JAM,Haiti,Jamaica,27,5,32
2020,HTI,KOR,Haiti,Rep. of Korea,0,24,24
2020,HTI,MEX,Haiti,Mexico,1342,8708,10050
2020,HTI,PAN,Haiti,Panama,19,0,19
2020,HTI,PER,Haiti,Peru,80,60,140
2020,HTI,ROU,Haiti,Romania,0,6,6
2020,HTI,SEN,Haiti,Senegal,0,5,5
2020,HTI,ESP,Haiti,Spain,10,50,60
2020,HTI,TTO,Haiti,Trinidad and Tobago,0,15,15
2020,HTI,UKR,Haiti,Ukraine,0,5,5
2020,HTI,URY,Haiti,Uruguay,0,15,15
2020,HTI,USA,Haiti,United States of America,15125,25292,40417
2020,HTI,VEN,Haiti,Venezuela,7,0,7
2021,HTI,ARG,Haiti,Argentina,76,781,857
2021,HTI,BEL,Haiti,Belgium,5,5,10
2021,HTI,BRA,Haiti,Brazil,8,38709,38717
2021,HTI,CAN,Haiti,Canada,4295,3057,7352
2021,HTI,CHL,Haiti,Chile,0,55,55
2021,HTI,COL,Haiti,Colombia,0,5,5
2021,HTI,CRI,Haiti,Costa Rica,12,910,922
2021,HTI,CUB,Haiti,Cuba,5,0,5
2021,HTI,CYP,Haiti,Cyprus,0,5,5
2021,HTI,DOM,Haiti,Dominican Republic,162,285,447
2021,HTI,ECU,Haiti,Ecuador,22,0,22
2021,HTI,FRA,Haiti,France,6666,629,7295
2021,HTI,GBR,Haiti,United Kingdom of Great Britain and Northern Ireland,0,11,11
2021,HTI,DEU,Haiti,Germany,14,23,37
2021,HTI,GRC,Haiti,Greece,38,14,52
2021,HTI,GTM,Haiti,Guatemala,0,0,0
2021,HTI,GUY,Haiti,Guyana,0,11,11
2021,HTI,HND,Haiti,Honduras,0,10,10
2021,HTI,JAM,Haiti,Jamaica,31,5,36
2021,HTI,KOR,Haiti,Rep. of Korea,0,23,23
2021,HTI,MEX,Haiti,Mexico,3294,52404,55698
2021,HTI,NLD,Haiti,Netherlands (Kingdom of the),0,11,11
2021,HTI,PAN,Haiti,Panama,19,0,19
2021,HTI,PRY,Haiti,Paraguay,0,5,5
2021,HTI,PER,Haiti,Peru,85,56,141
2021,HTI,SEN,Haiti,Senegal,0,5,5
2021,HTI,ESP,Haiti,Spain,10,170,180
2021,HTI,TTO,Haiti,Trinidad and Tobago,0,15,15
2021,HTI,UKR,Haiti,Ukraine,0,5,5
2021,HTI,URY,Haiti,Uruguay,5,23,28
2021,HTI,USA,Haiti,United States of America,14695,38333,53028
2021,HTI,VEN,Haiti,Venezuela,12,0,12
2024,HTI,ARG,Haiti,Argentina,80,32,112
2024,HTI,ARM,Haiti,Armenia,32,7,39
2024,HTI,AUS,Haiti,Australia,0,10,10
2024,HTI,BEL,Haiti,Belgium,18,31,49
2024,HTI,BRA,Haiti,Brazil,93748,573,94321
2024,HTI,BGR,Haiti,Bulgaria,5,0,5
2024,HTI,VGB,Haiti,British Virgin Islands,5,36,41
2024,HTI,BLZ,Haiti,Belize,0,9,9
2024,HTI,CAN,Haiti,Canada,14351,19410,33761
2024,HTI,CYM,Haiti,Cayman Islands,0,0,0
2024,HTI,CHL,Haiti,Chile,0,103,103
2024,HTI,COL,Haiti,Colombia,0,0,0
2024,HTI,CRI,Haiti,Costa Rica,30,815,845
2024,HTI,CUB,Haiti,Cuba,6,0,6
2024,HTI,CYP,Haiti,Cyprus,0,16,16
2024,HTI,DOM,Haiti,Dominican Republic,0,522,522
2024,HTI,ECU,Haiti,Ecuador,14,5,19
2024,HTI,FRA,Haiti,France,16362,3391,19753
2024,HTI,GBR,Haiti,United Kingdom of Great Britain and Northern Ireland,6,6,12
2024,HTI,DEU,Haiti,Germany,35,51,86
2024,HTI,GRC,Haiti,Greece,56,15,71
2024,HTI,GTM,Haiti,Guatemala,0,0,0
2024,HTI,GUY,Haiti,Guyana,15,12,27
2024,HTI,HTI,Haiti,Haiti,0,0,0
2024,HTI,HND,Haiti,Honduras,0,0,0
2024,HTI,ISR,Haiti,Israel,0,59,59
2024,HTI,ITA,Haiti,Italy,5,7,12
2024,HTI,KOR,Haiti,Rep. of Korea,119,30,149
2024,HTI,LCA,Haiti,Saint Lucia,5,0,5
2024,HTI,LUX,Haiti,Luxembourg,5,0,5
2024,HTI,MEX,Haiti,Mexico,8820,78905,87725
2024,HTI,MAR,Haiti,Morocco,0,5,5
2024,HTI,NLD,Haiti,Netherlands (Kingdom of the),5,15,20
2024,HTI,PAN,Haiti,Panama,10,5,15
2024,HTI,PRY,Haiti,Paraguay,0,5,5
2024,HTI,PER,Haiti,Peru,94,503,597
2024,HTI,PHL,Haiti,Philippines,0,5,5
2024,HTI,PRT,Haiti,Portugal,0,5,5
2024,HTI,ROU,Haiti,Romania,0,5,5
2024,HTI,RUS,Haiti,Russian Federation,5,5,10
2024,HTI,SLV,Haiti,El Salvador,0,5,5
2024,HTI,ESP,Haiti,Spain,135,75,210
2024,HTI,SUR,Haiti,Suriname,0,5,5
2024,HTI,SWE,Haiti,Sweden,5,0,5
2024,HTI,CHE,Haiti,Switzerland,18,19,37
2024,HTI,SXM,Haiti,Sint Maarten (Dutch part),5,0,5
2024,HTI,TTO,Haiti,Trinidad and Tobago,0,19,19
2024,HTI,URY,Haiti,Uruguay,5,24,29
2024,HTI,USA,Haiti,United States of America,14241,170305,184546
2024,HTI,VEN,Haiti,Venezuela,12,0,12
2023,HTI,ARG,Haiti,Argentina,84,384,468
2023,HTI,ARM,Haiti,Armenia,25,0,25
2023,HTI,AUS,Haiti,Australia,0,5,5
2023,HTI,BEL,Haiti,Belgium,10,0,10
2023,HTI,BHS,Haiti,Bahamas,0,5,5
2023,HTI,BRA,Haiti,Brazil,87371,903,88274
2023,HTI,BGR,Haiti,Bulgaria,0,5,5
2023,HTI,BLZ,Haiti,Belize,0,9,9
2023,HTI,CAN,Haiti,Canada,4174,14647,18821
2023,HTI,CYM,Haiti,Cayman Islands,0,0,0
2023,HTI,CHL,Haiti,Chile,0,139,139
2023,HTI,COL,Haiti,Colombia,0,11,11
2023,HTI,CRI,Haiti,Costa Rica,16,871,887
2023,HTI,CUB,Haiti,Cuba,6,0,6
2023,HTI,CYP,Haiti,Cyprus,0,11,11
2023,HTI,DOM,Haiti,Dominican Republic,530,1759,2289
2023,HTI,ECU,Haiti,Ecuador,31,5,36
2023,HTI,FRA,Haiti,France,8527,1561,10088
2023,HTI,GBR,Haiti,United Kingdom of Great Britain and Northern Ireland,0,5,5
2023,HTI,DEU,Haiti,Germany,22,47,69
2023,HTI,GRC,Haiti,Greece,91,42,133
2023,HTI,GTM,Haiti,Guatemala,0,0,0
2023,HTI,GUY,Haiti,Guyana,15,11,26
2023,HTI,HTI,Haiti,Haiti,0,0,0
2023,HTI,HND,Haiti,Honduras,0,0,0
2023,HTI,ISR,Haiti,Israel,0,14,14
2023,HTI,ITA,Haiti,Italy,5,5,10
2023,HTI,KOR,Haiti,Rep. of Korea,79,26,105
2023,HTI,LCA,Haiti,Saint Lucia,0,5,5
2023,HTI,MEX,Haiti,Mexico,6503,78181,84684
2023,HTI,NLD,Haiti,Netherlands (Kingdom of the),5,15,20
2023,HTI,PAN,Haiti,Panama,19,0,19
2023,HTI,PRY,Haiti,Paraguay,0,5,5
2023,HTI,PER,Haiti,Peru,93,477,570
2023,HTI,RUS,Haiti,Russian Federation,5,0,5
2023,HTI,ESP,Haiti,Spain,55,140,195
2023,HTI,SUR,Haiti,Suriname,0,6,6
2023,HTI,SWE,Haiti,Sweden,0,5,5
2023,HTI,CHE,Haiti,Switzerland,9,18,27
2023,HTI,TTO,Haiti,Trinidad and Tobago,0,25,25
2023,HTI,URY,Haiti,Uruguay,5,26,31
2023,HTI,USA,Haiti,United States of America,14447,129075,143522
2023,HTI,VEN,Haiti,Venezuela,12,0,12
2022,HTI,AIA,Haiti,Anguilla,0,0,0
2022,HTI,ATG,Haiti,Antigua and Barbuda,0,0,0
2022,HTI,ARG,Haiti,Argentina,79,609,688
2022,HTI,ARM,Haiti,Armenia,0,5,5
2022,HTI,BEL,Haiti,Belgium,7,20,27
2022,HTI,BHS,Haiti,Bahamas,0,5,5
2022,HTI,BRA,Haiti,Brazil,11,34571,34582
2022,HTI,CAN,Haiti,Canada,2823,11975,14798
2022,HTI,CYM,Haiti,Cayman Islands,0,0,0
2022,HTI,CHL,Haiti,Chile,0,202,202
2022,HTI,COL,Haiti,Colombia,0,7,7
2022,HTI,CRI,Haiti,Costa Rica,13,886,899
2022,HTI,CUB,Haiti,Cuba,5,0,5
2022,HTI,CYP,Haiti,Cyprus,0,17,17
2022,HTI,DOM,Haiti,Dominican Republic,344,607,951
2022,HTI,ECU,Haiti,Ecuador,27,7,34
2022,HTI,FRA,Haiti,France,7239,806,8045
2022,HTI,GBR,Haiti,United Kingdom of Great Britain and Northern Ireland,0,11,11
2022,HTI,DEU,Haiti,Germany,13,39,52
2022,HTI,GRC,Haiti,Greece,60,19,79
2022,HTI,GTM,Haiti,Guatemala,0,5,5
2022,HTI,GUY,Haiti,Guyana,5,13,18
2022,HTI,HND,Haiti,Honduras,0,0,0
2022,HTI,JAM,Haiti,Jamaica,31,0,31
2022,HTI,KOR,Haiti,Rep. of Korea,11,168,179
2022,HTI,MEX,Haiti,Mexico,4964,53374,58338
2022,HTI,NLD,Haiti,Netherlands (Kingdom of the),0,5,5
2022,HTI,PAN,Haiti,Panama,19,0,19
2022,HTI,PRY,Haiti,Paraguay,0,5,5
2022,HTI,PER,Haiti,Peru,87,77,164
2022,HTI,PRT,Haiti,Portugal,0,6,6
2022,HTI,ESP,Haiti,Spain,9,185,194
2022,HTI,SUR,Haiti,Suriname,0,6,6
2022,HTI,SWE,Haiti,Sweden,0,5,5
2022,HTI,CHE,Haiti,Switzerland,0,8,8
2022,HTI,TTO,Haiti,Trinidad and Tobago,5,16,21
2022,HTI,URY,Haiti,Uruguay,5,22,27
2022,HTI,USA,Haiti,United States of America,14538,74297,88835
2022,HTI,VEN,Haiti,Venezuela,12,0,12
2019,HND,ARG,Honduras,Argentina,5,17,22
2019,HND,AUS,Honduras,Australia,5,8,13
2019,HND,BEL,Honduras,Belgium,17,0,17
2019,HND,BRA,Honduras,Brazil,5,17,22
2019,HND,BLZ,Honduras,Belize,5,448,453
2019,HND,CAN,Honduras,Canada,864,476,1340
2019,HND,CHL,Honduras,Chile,5,0,5
2019,HND,COL,Honduras,Colombia,5,0,5
2019,HND,CRI,Honduras,Costa Rica,189,715,904
2019,HND,DOM,Honduras,Dominican Republic,0,5,5
2019,HND,ECU,Honduras,Ecuador,0,5,5
2019,HND,FIN,Honduras,Finland,13,26,39
2019,HND,FRA,Honduras,France,20,5,25
2019,HND,GBR,Honduras,United Kingdom of Great Britain and Northern Ireland,50,203,253
2019,HND,DEU,Honduras,Germany,68,64,132
2019,HND,GTM,Honduras,Guatemala,42,147,189
2019,HND,HND,Honduras,Honduras,0,0,0
2019,HND,ISL,Honduras,Iceland,0,5,5
2019,HND,ITA,Honduras,Italy,286,172,458
2019,HND,MEX,Honduras,Mexico,9257,29507,38764
2019,HND,NLD,Honduras,Netherlands (Kingdom of the),7,10,17
2019,HND,NIC,Honduras,Nicaragua,74,26,100
2019,HND,NOR,Honduras,Norway,5,0,5
2019,HND,PAN,Honduras,Panama,0,114,114
2019,HND,PER,Honduras,Peru,0,5,5
2019,HND,SLV,Honduras,El Salvador,19,8,27
2019,HND,ESP,Honduras,Spain,281,9085,9366
2019,HND,SWE,Honduras,Sweden,19,31,50
2019,HND,CHE,Honduras,Switzerland,0,6,6
2019,HND,USA,Honduras,United States of America,15110,81375,96485
2020,HND,ARG,Honduras,Argentina,5,12,17
2020,HND,AUS,Honduras,Australia,5,5,10
2020,HND,BEL,Honduras,Belgium,18,20,38
2020,HND,BRA,Honduras,Brazil,5,17,22
2020,HND,BLZ,Honduras,Belize,5,485,490
2020,HND,CAN,Honduras,Canada,905,421,1326
2020,HND,CHL,Honduras,Chile,5,0,5
2020,HND,COL,Honduras,Colombia,5,0,5
2020,HND,CRI,Honduras,Costa Rica,205,702,907
2020,HND,DOM,Honduras,Dominican Republic,0,5,5
2020,HND,ECU,Honduras,Ecuador,0,5,5
2020,HND,FIN,Honduras,Finland,28,6,34
2020,HND,FRA,Honduras,France,30,5,35
2020,HND,GBR,Honduras,United Kingdom of Great Britain and Northern Ireland,74,366,440
2020,HND,DEU,Honduras,Germany,71,65,136
2020,HND,GTM,Honduras,Guatemala,67,298,365
2020,HND,HND,Honduras,Honduras,0,0,0
2020,HND,ISL,Honduras,Iceland,12,0,12
2020,HND,IRL,Honduras,Ireland,0,5,5
2020,HND,ISR,Honduras,Israel,0,10,10
2020,HND,ITA,Honduras,Italy,290,180,470
2020,HND,MEX,Honduras,Mexico,15676,35871,51547
2020,HND,NLD,Honduras,Netherlands (Kingdom of the),0,10,10
2020,HND,NIC,Honduras,Nicaragua,74,26,100
2020,HND,NOR,Honduras,Norway,5,0,5
2020,HND,PAN,Honduras,Panama,6,88,94
2020,HND,PER,Honduras,Peru,0,7,7
2020,HND,SLV,Honduras,El Salvador,19,12,31
2020,HND,ESP,Honduras,Spain,974,8685,9659
2020,HND,SWE,Honduras,Sweden,27,12,39
2020,HND,CHE,Honduras,Switzerland,5,0,5
2020,HND,USA,Honduras,United States of America,15940,101617,117557
2021,HND,ARG,Honduras,Argentina,6,10,16
2021,HND,AUS,Honduras,Australia,5,6,11
2021,HND,BEL,Honduras,Belgium,18,25,43
2021,HND,BRA,Honduras,Brazil,5,15,20
2021,HND,BLZ,Honduras,Belize,11,433,444
2021,HND,CAN,Honduras,Canada,975,336,1311
2021,HND,CHL,Honduras,Chile,5,0,5
2021,HND,COL,Honduras,Colombia,5,0,5
2021,HND,CRI,Honduras,Costa Rica,207,966,1173
2021,HND,DOM,Honduras,Dominican Republic,0,5,5
2021,HND,FIN,Honduras,Finland,28,17,45
2021,HND,FRA,Honduras,France,48,6,54
2021,HND,GBR,Honduras,United Kingdom of Great Britain and Northern Ireland,119,765,884
2021,HND,DEU,Honduras,Germany,80,75,155
2021,HND,GTM,Honduras,Guatemala,72,574,646
2021,HND,HND,Honduras,Honduras,0,0,0
2021,HND,ISL,Honduras,Iceland,12,0,12
2021,HND,IRL,Honduras,Ireland,0,6,6
2021,HND,ISR,Honduras,Israel,0,7,7
2021,HND,ITA,Honduras,Italy,464,48,512
2021,HND,MEX,Honduras,Mexico,30787,46081,76868
2021,HND,NLD,Honduras,Netherlands (Kingdom of the),6,7,13
2021,HND,NIC,Honduras,Nicaragua,74,26,100
2021,HND,NOR,Honduras,Norway,5,0,5
2021,HND,PAN,Honduras,Panama,6,88,94
2021,HND,PER,Honduras,Peru,0,7,7
2021,HND,SLV,Honduras,El Salvador,26,11,37
2021,HND,ESP,Honduras,Spain,1540,6750,8290
2021,HND,SWE,Honduras,Sweden,29,10,39
2021,HND,CHE,Honduras,Switzerland,5,7,12
2021,HND,USA,Honduras,United States of America,17149,113713,130862
2024,HND,ARG,Honduras,Argentina,5,5,10
2024,HND,AUS,Honduras,Australia,0,5,5
2024,HND,BEL,Honduras,Belgium,18,55,73
2024,HND,BRA,Honduras,Brazil,8,20,28
