Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,Asylum-seekers,IDPs,"Other people in need of international protection","Stateless persons","Host community","Others of concern"
2021,"United States of America",Guyana,USA,GUY,110,526,0,0,0,0,0
2024,Brazil,Guyana,BRA,GUY,9,196,0,0,0,0,0
2024,Canada,Guyana,CAN,GUY,95,58,0,0,0,0,0
2024,"Costa Rica",Guyana,CRI,GUY,0,5,0,0,0,0,0
2024,France,Guyana,FRA,GUY,40,0,0,0,0,0,0
2024,"United Kingdom of Great Britain and Northern Ireland",Guyana,GBR,GUY,34,26,0,0,0,0,0
2024,Ireland,Guyana,IRL,GUY,0,19,0,0,0,0,0
2024,Mexico,Guyana,MEX,GUY,5,107,0,0,0,0,0
2024,"Netherlands (Kingdom of the)",Guyana,NLD,GUY,7,5,0,0,0,0,0
2024,Peru,Guyana,PER,GUY,0,9,0,0,0,0,0
2024,Suriname,Guyana,SUR,GUY,0,5,0,0,0,0,0
2024,"Trinidad and Tobago",Guyana,TTO,GUY,7,80,0,0,0,0,0
2024,"United States of America",Guyana,USA,GUY,116,1081,0,0,0,0,0
2023,Barbados,Guyana,BRB,GUY,5,0,0,0,0,0,0
2023,Brazil,Guyana,BRA,GUY,0,171,0,0,0,0,0
2023,Canada,Guyana,CAN,GUY,50,53,0,0,0,0,0
2023,"Costa Rica",Guyana,CRI,GUY,0,11,0,0,0,0,0
2023,France,Guyana,FRA,GUY,39,0,0,0,0,0,0
2023,"United Kingdom of Great Britain and Northern Ireland",Guyana,GBR,GUY,17,32,0,0,0,0,0
2023,Ireland,Guyana,IRL,GUY,0,8,0,0,0,0,0
2023,Mexico,Guyana,MEX,GUY,5,102,0,0,0,0,0
2023,"Netherlands (Kingdom of the)",Guyana,NLD,GUY,7,5,0,0,0,0,0
2023,Peru,Guyana,PER,GUY,0,9,0,0,0,0,0
2023,Suriname,Guyana,SUR,GUY,0,5,0,0,0,0,0
2023,"Trinidad and Tobago",Guyana,TTO,GUY,7,109,0,0,0,0,0
2023,"United States of America",Guyana,USA,GUY,118,760,0,0,0,0,0
2022,Brazil,Guyana,BRA,GUY,5,190,0,0,0,0,0
2022,Canada,Guyana,CAN,GUY,46,60,0,0,0,0,0
2022,"Costa Rica",Guyana,CRI,GUY,0,11,0,0,0,0,0
2022,France,Guyana,FRA,GUY,38,0,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland",Guyana,GBR,GUY,18,9,0,0,0,0,0
2022,Guyana,Guyana,GUY,GUY,0,0,0,0,0,4200,0
2022,Ireland,Guyana,IRL,GUY,0,5,0,0,0,0,0
2022,Mexico,Guyana,MEX,GUY,0,32,0,0,0,0,0
2022,"Netherlands (Kingdom of the)",Guyana,NLD,GUY,8,5,0,0,0,0,0
2022,Suriname,Guyana,SUR,GUY,0,5,0,0,0,0,0
2022,"Trinidad and Tobago",Guyana,TTO,GUY,15,89,0,0,0,0,0
2022,"United States of America",Guyana,USA,GUY,120,523,0,0,0,0,0
2019,Argentina,Haiti,ARG,HTI,72,754,0,0,0,0,0
2019,Belgium,Haiti,BEL,HTI,5,0,0,0,0,0,0
2019,Brazil,Haiti,BRA,HTI,8,32788,0,0,0,0,0
2019,Canada,Haiti,CAN,HTI,6563,5365,0,0,0,0,0
2019,Chile,Haiti,CHL,HTI,0,26,0,0,0,0,0
2019,"Costa Rica",Haiti,CRI,HTI,12,111,0,0,0,0,0
2019,Cuba,Haiti,CUB,HTI,5,0,0,0,0,0,0
2019,Cyprus,Haiti,CYP,HTI,0,11,0,0,0,0,0
2019,"Dominican Rep.",Haiti,DOM,HTI,164,244,0,0,0,0,0
2019,Ecuador,Haiti,ECU,HTI,21,11,0,0,0,0,0
2019,France,Haiti,FRA,HTI,3815,1535,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland",Haiti,GBR,HTI,0,10,0,0,0,0,0
2019,Germany,Haiti,DEU,HTI,15,18,0,0,0,0,0
2019,Greece,Haiti,GRC,HTI,8,36,0,0,0,0,0
2019,Italy,Haiti,ITA,HTI,9,0,0,0,0,0,0
2019,Jamaica,Haiti,JAM,HTI,0,5,0,0,0,0,0
2019,"Rep. of Korea",Haiti,KOR,HTI,0,20,0,0,0,0,0
2019,Mexico,Haiti,MEX,HTI,221,5566,0,0,0,0,0
2019,Panama,Haiti,PAN,HTI,19,0,0,0,0,0,0
2019,Peru,Haiti,PER,HTI,78,63,0,0,0,0,0
2019,Senegal,Haiti,SEN,HTI,0,5,0,0,0,0,0
2019,Spain,Haiti,ESP,HTI,14,25,0,0,0,0,0
2019,"Trinidad and Tobago",Haiti,TTO,HTI,0,15,0,0,0,0,0
2019,Uruguay,Haiti,URY,HTI,0,15,0,0,0,0,0
2019,"United States of America",Haiti,USA,HTI,15698,19061,0,0,0,0,0
2019,"Venezuela (Bolivarian Republic of)",Haiti,VEN,HTI,7,0,0,0,0,0,0
2020,Argentina,Haiti,ARG,HTI,74,766,0,0,0,0,0
2020,Belgium,Haiti,BEL,HTI,5,5,0,0,0,0,0
2020,Brazil,Haiti,BRA,HTI,8,38130,0,0,0,0,0
2020,Canada,Haiti,CAN,HTI,4587,4662,0,0,0,0,0
2020,Chile,Haiti,CHL,HTI,0,26,0,0,0,0,0
2020,"Costa Rica",Haiti,CRI,HTI,12,128,0,0,0,0,0
2020,Cuba,Haiti,CUB,HTI,5,0,0,0,0,0,0
2020,Cyprus,Haiti,CYP,HTI,0,12,0,0,0,0,0
2020,"Dominican Rep.",Haiti,DOM,HTI,162,273,0,0,0,0,0
2020,Ecuador,Haiti,ECU,HTI,21,36,0,0,0,0,0
2020,France,Haiti,FRA,HTI,4128,1935,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland",Haiti,GBR,HTI,0,10,0,0,0,0,0
2020,Germany,Haiti,DEU,HTI,14,20,0,0,0,0,0
2020,Greece,Haiti,GRC,HTI,23,37,0,0,0,0,0
2020,Honduras,Haiti,HND,HTI,0,0,0,0,0,0,130
2020,Jamaica,Haiti,JAM,HTI,27,5,0,0,0,0,0
2020,"Rep. of Korea",Haiti,KOR,HTI,0,24,0,0,0,0,0
2020,Mexico,Haiti,MEX,HTI,1342,8708,0,0,0,0,0
2020,Panama,Haiti,PAN,HTI,19,0,0,0,0,0,0
2020,Peru,Haiti,PER,HTI,80,60,0,0,0,0,0
2020,Romania,Haiti,ROU,HTI,0,6,0,0,0,0,0
2020,Senegal,Haiti,SEN,HTI,0,5,0,0,0,0,0
2020,Spain,Haiti,ESP,HTI,10,50,0,0,0,0,0
2020,"Trinidad and Tobago",Haiti,TTO,HTI,0,15,0,0,0,0,0
2020,Ukraine,Haiti,UKR,HTI,0,5,0,0,0,0,0
2020,Uruguay,Haiti,URY,HTI,0,15,0,0,0,0,0
2020,"United States of America",Haiti,USA,HTI,15125,25292,0,0,0,0,0
2020,"Venezuela (Bolivarian Republic of)",Haiti,VEN,HTI,7,0,0,0,0,0,0
2021,Argentina,Haiti,ARG,HTI,76,781,0,0,0,0,0
2021,Belgium,Haiti,BEL,HTI,5,5,0,0,0,0,0
2021,Brazil,Haiti,BRA,HTI,8,38709,0,0,0,0,0
2021,Canada,Haiti,CAN,HTI,4295,3057,0,0,0,0,0
2021,Chile,Haiti,CHL,HTI,0,55,0,0,0,0,0
2021,Colombia,Haiti,COL,HTI,0,5,0,0,0,0,0
2021,"Costa Rica",Haiti,CRI,HTI,12,910,0,0,0,0,0
2021,Cuba,Haiti,CUB,HTI,5,0,0,0,0,0,0
2021,Cyprus,Haiti,CYP,HTI,0,5,0,0,0,0,0
2021,"Dominican Rep.",Haiti,DOM,HTI,162,285,0,0,0,0,0
2021,Ecuador,Haiti,ECU,HTI,22,0,0,0,0,0,0
2021,France,Haiti,FRA,HTI,6666,629,0,0,0,0,0
2021,"United Kingdom of Great Britain and Northern Ireland",Haiti,GBR,HTI,0,11,0,0,0,0,0
2021,Germany,Haiti,DEU,HTI,14,23,0,0,0,0,0
2021,Greece,Haiti,GRC,HTI,38,14,0,0,0,0,0
2021,Guatemala,Haiti,GTM,HTI,0,0,0,0,0,0,5076
2021,Guyana,Haiti,GUY,HTI,0,11,0,0,0,0,0
2021,Honduras,Haiti,HND,HTI,0,10,0,0,0,0,130
2021,Jamaica,Haiti,JAM,HTI,31,5,0,0,0,0,0
2021,"Rep. of Korea",Haiti,KOR,HTI,0,23,0,0,0,0,0
2021,Mexico,Haiti,MEX,HTI,3294,52404,0,0,0,0,14179
2021,"Netherlands (Kingdom of the)",Haiti,NLD,HTI,0,11,0,0,0,0,0
2021,Panama,Haiti,PAN,HTI,19,0,0,0,0,0,0
2021,Paraguay,Haiti,PRY,HTI,0,5,0,0,0,0,0
2021,Peru,Haiti,PER,HTI,85,56,0,0,0,0,0
2021,Senegal,Haiti,SEN,HTI,0,5,0,0,0,0,0
2021,Spain,Haiti,ESP,HTI,10,170,0,0,0,0,0
2021,"Trinidad and Tobago",Haiti,TTO,HTI,0,15,0,0,0,0,0
2021,Ukraine,Haiti,UKR,HTI,0,5,0,0,0,0,0
2021,Uruguay,Haiti,URY,HTI,5,23,0,0,0,0,0
2021,"United States of America",Haiti,USA,HTI,14695,38333,0,0,0,0,0
2021,"Venezuela (Bolivarian Republic of)",Haiti,VEN,HTI,12,0,0,0,0,0,0
2024,Argentina,Haiti,ARG,HTI,80,32,0,0,0,0,0
2024,Armenia,Haiti,ARM,HTI,32,7,0,0,0,0,0
2024,Australia,Haiti,AUS,HTI,0,10,0,0,0,0,0
2024,Belgium,Haiti,BEL,HTI,18,31,0,0,0,0,0
2024,Brazil,Haiti,BRA,HTI,93748,573,0,0,0,0,0
2024,Bulgaria,Haiti,BGR,HTI,5,0,0,0,0,0,0
2024,"British Virgin Islands",Haiti,VGB,HTI,5,36,0,0,0,0,0
2024,Belize,Haiti,BLZ,HTI,0,9,0,0,0,0,0
2024,Canada,Haiti,CAN,HTI,14351,19410,0,0,0,0,0
2024,"Cayman Islands",Haiti,CYM,HTI,0,0,0,0,0,0,32
2024,Chile,Haiti,CHL,HTI,0,103,0,0,0,0,0
2024,Colombia,Haiti,COL,HTI,0,0,0,0,0,0,12
2024,"Costa Rica",Haiti,CRI,HTI,30,815,0,0,0,0,0
2024,Cuba,Haiti,CUB,HTI,6,0,0,0,0,0,0
2024,Cyprus,Haiti,CYP,HTI,0,16,0,0,0,0,0
2024,"Dominican Rep.",Haiti,DOM,HTI,0,522,0,0,0,0,0
2024,Ecuador,Haiti,ECU,HTI,14,5,0,0,0,0,0
2024,France,Haiti,FRA,HTI,16362,3391,0,0,0,0,0
2024,"United Kingdom of Great Britain and Northern Ireland",Haiti,GBR,HTI,6,6,0,0,0,0,0
2024,Germany,Haiti,DEU,HTI,35,51,0,0,0,0,0
2024,Greece,Haiti,GRC,HTI,56,15,0,0,0,0,0
2024,Guatemala,Haiti,GTM,HTI,0,0,0,0,0,0,597
2024,Guyana,Haiti,GUY,HTI,15,12,0,0,0,0,0
2024,Haiti,Haiti,HTI,HTI,0,0,1037463,0,0,0,0
2024,Honduras,Haiti,HND,HTI,0,0,0,0,0,0,19647
2024,Israel,Haiti,ISR,HTI,0,59,0,0,0,0,0
2024,Italy,Haiti,ITA,HTI,5,7,0,0,0,0,0
2024,"Rep. of Korea",Haiti,KOR,HTI,119,30,0,0,0,0,0
2024,"Saint Lucia",Haiti,LCA,HTI,5,0,0,0,0,0,0
2024,Luxembourg,Haiti,LUX,HTI,5,0,0,0,0,0,0
2024,Mexico,Haiti,MEX,HTI,8820,78905,0,0,0,0,10980
2024,Morocco,Haiti,MAR,HTI,0,5,0,0,0,0,0
2024,"Netherlands (Kingdom of the)",Haiti,NLD,HTI,5,15,0,0,0,0,0
2024,Panama,Haiti,PAN,HTI,10,5,0,0,0,0,0
2024,Paraguay,Haiti,PRY,HTI,0,5,0,0,0,0,0
2024,Peru,Haiti,PER,HTI,94,503,0,0,0,0,84
2024,Philippines,Haiti,PHL,HTI,0,5,0,0,0,0,0
2024,Portugal,Haiti,PRT,HTI,0,5,0,0,0,0,0
2024,Romania,Haiti,ROU,HTI,0,5,0,0,0,0,0
2024,"Russian Federation",Haiti,RUS,HTI,5,5,0,0,0,0,0
2024,"El Salvador",Haiti,SLV,HTI,0,5,0,0,0,0,0
2024,Spain,Haiti,ESP,HTI,135,75,0,0,0,0,0
2024,Suriname,Haiti,SUR,HTI,0,5,0,0,0,0,0
2024,Sweden,Haiti,SWE,HTI,5,0,0,0,0,0,0
2024,Switzerland,Haiti,CHE,HTI,18,19,0,0,0,0,0
2024,"Sint Maarten (Dutch part)",Haiti,SXM,HTI,5,0,0,0,0,0,0
2024,"Trinidad and Tobago",Haiti,TTO,HTI,0,19,0,0,0,0,0
2024,Uruguay,Haiti,URY,HTI,5,24,0,0,0,0,0
2024,"United States of America",Haiti,USA,HTI,14241,170305,0,0,0,0,0
2024,"Venezuela (Bolivarian Republic of)",Haiti,VEN,HTI,12,0,0,0,0,0,0
2023,Argentina,Haiti,ARG,HTI,84,384,0,0,0,0,0
2023,Armenia,Haiti,ARM,HTI,25,0,0,0,0,0,0
2023,Australia,Haiti,AUS,HTI,0,5,0,0,0,0,0
2023,Belgium,Haiti,BEL,HTI,10,0,0,0,0,0,0
2023,Bahamas,Haiti,BHS,HTI,0,5,0,0,0,0,0
2023,Brazil,Haiti,BRA,HTI,87371,903,0,0,0,0,0
2023,Bulgaria,Haiti,BGR,HTI,0,5,0,0,0,0,0
2023,Belize,Haiti,BLZ,HTI,0,9,0,0,0,0,0
2023,Canada,Haiti,CAN,HTI,4174,14647,0,0,0,0,0
2023,"Cayman Islands",Haiti,CYM,HTI,0,0,0,0,0,0,78
2023,Chile,Haiti,CHL,HTI,0,139,0,0,0,0,0
2023,Colombia,Haiti,COL,HTI,0,11,0,0,0,0,183
2023,"Costa Rica",Haiti,CRI,HTI,16,871,0,0,0,0,0
2023,Cuba,Haiti,CUB,HTI,6,0,0,0,0,0,0
2023,Cyprus,Haiti,CYP,HTI,0,11,0,0,0,0,0
2023,"Dominican Rep.",Haiti,DOM,HTI,530,1759,0,0,0,0,0
2023,Ecuador,Haiti,ECU,HTI,31,5,0,0,0,0,0
2023,France,Haiti,FRA,HTI,8527,1561,0,0,0,0,0
2023,"United Kingdom of Great Britain and Northern Ireland",Haiti,GBR,HTI,0,5,0,0,0,0,0
2023,Germany,Haiti,DEU,HTI,22,47,0,0,0,0,0
2023,Greece,Haiti,GRC,HTI,91,42,0,0,0,0,0
2023,Guatemala,Haiti,GTM,HTI,0,0,0,0,0,0,7900
2023,Guyana,Haiti,GUY,HTI,15,11,0,0,0,0,0
2023,Haiti,Haiti,HTI,HTI,0,0,313901,0,0,0,0
2023,Honduras,Haiti,HND,HTI,0,0,0,0,0,0,21906
2023,Israel,Haiti,ISR,HTI,0,14,0,0,0,0,0
2023,Italy,Haiti,ITA,HTI,5,5,0,0,0,0,0
2023,"Rep. of Korea",Haiti,KOR,HTI,79,26,0,0,0,0,0
2023,"Saint Lucia",Haiti,LCA,HTI,0,5,0,0,0,0,0
2023,Mexico,Haiti,MEX,HTI,6503,78181,0,0,0,0,6312
2023,"Netherlands (Kingdom of the)",Haiti,NLD,HTI,5,15,0,0,0,0,0
2023,Panama,Haiti,PAN,HTI,19,0,0,0,0,0,0
2023,Paraguay,Haiti,PRY,HTI,0,5,0,0,0,0,0
2023,Peru,Haiti,PER,HTI,93,477,0,0,0,0,630
2023,"Russian Federation",Haiti,RUS,HTI,5,0,0,0,0,0,0
2023,Spain,Haiti,ESP,HTI,55,140,0,0,0,0,0
2023,Suriname,Haiti,SUR,HTI,0,6,0,0,0,0,0
2023,Sweden,Haiti,SWE,HTI,0,5,0,0,0,0,0
2023,Switzerland,Haiti,CHE,HTI,9,18,0,0,0,0,0
2023,"Trinidad and Tobago",Haiti,TTO,HTI,0,25,0,0,0,0,0
2023,Uruguay,Haiti,URY,HTI,5,26,0,0,0,0,0
2023,"United States of America",Haiti,USA,HTI,14447,129075,0,0,0,0,0
2023,"Venezuela (Bolivarian Republic of)",Haiti,VEN,HTI,12,0,0,0,0,0,0
2022,Anguilla,Haiti,AIA,HTI,0,0,0,0,0,0,14
2022,"Antigua and Barbuda",Haiti,ATG,HTI,0,0,0,0,0,0,115
2022,Argentina,Haiti,ARG,HTI,79,609,0,0,0,0,0
2022,Armenia,Haiti,ARM,HTI,0,5,0,0,0,0,0
2022,Belgium,Haiti,BEL,HTI,7,20,0,0,0,0,0
2022,Bahamas,Haiti,BHS,HTI,0,5,0,0,0,0,0
2022,Brazil,Haiti,BRA,HTI,11,34571,0,0,0,0,0
2022,Canada,Haiti,CAN,HTI,2823,11975,0,0,0,0,0
2022,"Cayman Islands",Haiti,CYM,HTI,0,0,0,0,0,0,78
2022,Chile,Haiti,CHL,HTI,0,202,0,0,0,0,0
2022,Colombia,Haiti,COL,HTI,0,7,0,0,0,0,1918
2022,"Costa Rica",Haiti,CRI,HTI,13,886,0,0,0,0,0
2022,Cuba,Haiti,CUB,HTI,5,0,0,0,0,0,0
2022,Cyprus,Haiti,CYP,HTI,0,17,0,0,0,0,0
2022,"Dominican Rep.",Haiti,DOM,HTI,344,607,0,0,0,0,0
2022,Ecuador,Haiti,ECU,HTI,27,7,0,0,0,0,0
2022,France,Haiti,FRA,HTI,7239,806,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland",Haiti,GBR,HTI,0,11,0,0,0,0,0
2022,Germany,Haiti,DEU,HTI,13,39,0,0,0,0,0
2022,Greece,Haiti,GRC,HTI,60,19,0,0,0,0,0
2022,Guatemala,Haiti,GTM,HTI,0,5,0,0,0,0,3548
2022,Guyana,Haiti,GUY,HTI,5,13,0,0,0,0,0
2022,Honduras,Haiti,HND,HTI,0,0,0,0,0,0,11517
2022,Jamaica,Haiti,JAM,HTI,31,0,0,0,0,0,0
2022,"Rep. of Korea",Haiti,KOR,HTI,11,168,0,0,0,0,0
2022,Mexico,Haiti,MEX,HTI,4964,53374,0,0,0,0,14519
2022,"Netherlands (Kingdom of the)",Haiti,NLD,HTI,0,5,0,0,0,0,0
2022,Panama,Haiti,PAN,HTI,19,0,0,0,0,0,0
2022,Paraguay,Haiti,PRY,HTI,0,5,0,0,0,0,0
2022,Peru,Haiti,PER,HTI,87,77,0,0,0,0,181
2022,Portugal,Haiti,PRT,HTI,0,6,0,0,0,0,0
2022,Spain,Haiti,ESP,HTI,9,185,0,0,0,0,0
2022,Suriname,Haiti,SUR,HTI,0,6,0,0,0,0,0
2022,Sweden,Haiti,SWE,HTI,0,5,0,0,0,0,0
2022,Switzerland,Haiti,CHE,HTI,0,8,0,0,0,0,0
2022,"Trinidad and Tobago",Haiti,TTO,HTI,5,16,0,0,0,0,0
2022,Uruguay,Haiti,URY,HTI,5,22,0,0,0,0,0
2022,"United States of America",Haiti,USA,HTI,14538,74297,0,0,0,0,0
2022,"Venezuela (Bolivarian Republic of)",Haiti,VEN,HTI,12,0,0,0,0,0,0
2019,Argentina,Honduras,ARG,HND,5,17,0,0,0,0,0
2019,Australia,Honduras,AUS,HND,5,8,0,0,0,0,0
2019,Belgium,Honduras,BEL,HND,17,0,0,0,0,0,0
2019,Brazil,Honduras,BRA,HND,5,17,0,0,0,0,0
2019,Belize,Honduras,BLZ,HND,5,448,0,0,0,0,0
2019,Canada,Honduras,CAN,HND,864,476,0,0,0,0,0
2019,Chile,Honduras,CHL,HND,5,0,0,0,0,0,0
2019,Colombia,Honduras,COL,HND,5,0,0,0,0,0,0
2019,"Costa Rica",Honduras,CRI,HND,189,715,0,0,0,0,18
2019,"Dominican Rep.",Honduras,DOM,HND,0,5,0,0,0,0,0
2019,Ecuador,Honduras,ECU,HND,0,5,0,0,0,0,0
2019,Finland,Honduras,FIN,HND,13,26,0,0,0,0,0
2019,France,Honduras,FRA,HND,20,5,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland",Honduras,GBR,HND,50,203,0,0,0,0,0
2019,Germany,Honduras,DEU,HND,68,64,0,0,0,0,0
2019,Guatemala,Honduras,GTM,HND,42,147,0,0,0,0,0
2019,Honduras,Honduras,HND,HND,0,0,247090,0,0,0,5776
2019,Iceland,Honduras,ISL,HND,0,5,0,0,0,0,0
2019,Italy,Honduras,ITA,HND,286,172,0,0,0,0,0
2019,Mexico,Honduras,MEX,HND,9257,29507,0,0,0,0,66987
2019,"Netherlands (Kingdom of the)",Honduras,NLD,HND,7,10,0,0,0,0,0
2019,Nicaragua,Honduras,NIC,HND,74,26,0,0,0,0,56
2019,Norway,Honduras,NOR,HND,5,0,0,0,0,0,0
2019,Panama,Honduras,PAN,HND,0,114,0,0,0,0,0
2019,Peru,Honduras,PER,HND,0,5,0,0,0,0,0
2019,"El Salvador",Honduras,SLV,HND,19,8,0,0,0,0,0
2019,Spain,Honduras,ESP,HND,281,9085,0,0,0,0,0
2019,Sweden,Honduras,SWE,HND,19,31,0,0,0,0,0
2019,Switzerland,Honduras,CHE,HND,0,6,0,0,0,0,0
2019,"United States of America",Honduras,USA,HND,15110,81375,0,0,0,0,0
2020,Argentina,Honduras,ARG,HND,5,12,0,0,0,0,0
2020,Australia,Honduras,AUS,HND,5,5,0,0,0,0,0
2020,Belgium,Honduras,BEL,HND,18,20,0,0,0,0,0
2020,Brazil,Honduras,BRA,HND,5,17,0,0,0,0,0
2020,Belize,Honduras,BLZ,HND,5,485,0,0,0,0,0
2020,Canada,Honduras,CAN,HND,905,421,0,0,0,0,0
2020,Chile,Honduras,CHL,HND,5,0,0,0,0,0,0
2020,Colombia,Honduras,COL,HND,5,0,0,0,0,0,0
2020,"Costa Rica",Honduras,CRI,HND,205,702,0,0,0,0,0
2020,"Dominican Rep.",Honduras,DOM,HND,0,5,0,0,0,0,0
2020,Ecuador,Honduras,ECU,HND,0,5,0,0,0,0,0
2020,Finland,Honduras,FIN,HND,28,6,0,0,0,0,0
2020,France,Honduras,FRA,HND,30,5,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland",Honduras,GBR,HND,74,366,0,0,0,0,0
2020,Germany,Honduras,DEU,HND,71,65,0,0,0,0,0
2020,Guatemala,Honduras,GTM,HND,67,298,0,0,0,0,94676
2020,Honduras,Honduras,HND,HND,0,0,247090,0,0,0,2340
2020,Iceland,Honduras,ISL,HND,12,0,0,0,0,0,0
2020,Ireland,Honduras,IRL,HND,0,5,0,0,0,0,0
2020,Israel,Honduras,ISR,HND,0,10,0,0,0,0,0
2020,Italy,Honduras,ITA,HND,290,180,0,0,0,0,0
2020,Mexico,Honduras,MEX,HND,15676,35871,0,0,0,0,18495
2020,"Netherlands (Kingdom of the)",Honduras,NLD,HND,0,10,0,0,0,0,0
2020,Nicaragua,Honduras,NIC,HND,74,26,0,0,0,0,56
2020,Norway,Honduras,NOR,HND,5,0,0,0,0,0,0
2020,Panama,Honduras,PAN,HND,6,88,0,0,0,0,0
2020,Peru,Honduras,PER,HND,0,7,0,0,0,0,0
2020,"El Salvador",Honduras,SLV,HND,19,12,0,0,0,0,0
2020,Spain,Honduras,ESP,HND,974,8685,0,0,0,0,0
2020,Sweden,Honduras,SWE,HND,27,12,0,0,0,0,0
2020,Switzerland,Honduras,CHE,HND,5,0,0,0,0,0,0
2020,"United States of America",Honduras,USA,HND,15940,101617,0,0,0,0,0
2021,Argentina,Honduras,ARG,HND,6,10,0,0,0,0,0
2021,Australia,Honduras,AUS,HND,5,6,0,0,0,0,0
2021,Belgium,Honduras,BEL,HND,18,25,0,0,0,0,0
2021,Brazil,Honduras,BRA,HND,5,15,0,0,0,0,0
2021,Belize,Honduras,BLZ,HND,11,433,0,0,0,0,0
2021,Canada,Honduras,CAN,HND,975,336,0,0,0,0,0
2021,Chile,Honduras,CHL,HND,5,0,0,0,0,0,0
2021,Colombia,Honduras,COL,HND,5,0,0,0,0,0,0
2021,"Costa Rica",Honduras,CRI,HND,207,966,0,0,0,0,10
2021,"Dominican Rep.",Honduras,DOM,HND,0,5,0,0,0,0,0
2021,Finland,Honduras,FIN,HND,28,17,0,0,0,0,0
2021,France,Honduras,FRA,HND,48,6,0,0,0,0,0
2021,"United Kingdom of Great Britain and Northern Ireland",Honduras,GBR,HND,119,765,0,0,0,0,0
2021,Germany,Honduras,DEU,HND,80,75,0,0,0,0,0
2021,Guatemala,Honduras,GTM,HND,72,574,0,0,0,0,15172
2021,Honduras,Honduras,HND,HND,0,0,247090,0,0,0,4653
2021,Iceland,Honduras,ISL,HND,12,0,0,0,0,0,0
2021,Ireland,Honduras,IRL,HND,0,6,0,0,0,0,0
2021,Israel,Honduras,ISR,HND,0,7,0,0,0,0,0
2021,Italy,Honduras,ITA,HND,464,48,0,0,0,0,0
2021,Mexico,Honduras,MEX,HND,30787,46081,0,0,0,0,29035
2021,"Netherlands (Kingdom of the)",Honduras,NLD,HND,6,7,0,0,0,0,0
2021,Nicaragua,Honduras,NIC,HND,74,26,0,0,0,0,56
2021,Norway,Honduras,NOR,HND,5,0,0,0,0,0,0
2021,Panama,Honduras,PAN,HND,6,88,0,0,0,0,0
2021,Peru,Honduras,PER,HND,0,7,0,0,0,0,0
2021,"El Salvador",Honduras,SLV,HND,26,11,0,0,0,0,0
2021,Spain,Honduras,ESP,HND,1540,6750,0,0,0,0,0
2021,Sweden,Honduras,SWE,HND,29,10,0,0,0,0,0
2021,Switzerland,Honduras,CHE,HND,5,7,0,0,0,0,0
2021,"United States of America",Honduras,USA,HND,17149,113713,0,0,0,0,0
2024,Argentina,Honduras,ARG,HND,5,5,0,0,0,0,0
2024,Australia,Honduras,AUS,HND,0,5,0,0,0,0,0
2024,Belgium,Honduras,BEL,HND,18,55,0,0,0,0,0
2024,Brazil,Honduras,BRA,HND,8,20,0,0,0,0,0
2024,Belize,Honduras,BLZ,HND,95,438,0,0,0,0,0
2024,Canada,Honduras,CAN,HND,608,462,0,0,0,0,0
2024,Chile,Honduras,CHL,HND,5,0,0,0,0,0,0
2024,Colombia,Honduras,COL,HND,5,0,0,0,0,0,0
2024,"Costa Rica",Honduras,CRI,HND,226,1150,0,0,0,0,22
2024,"Dominican Rep.",Honduras,DOM,HND,0,5,0,0,0,0,0
2024,Finland,Honduras,FIN,HND,47,11,0,0,0,0,0
2024,France,Honduras,FRA,HND,69,5,0,0,0,0,0
2024,"United Kingdom of Great Britain and Northern Ireland",Honduras,GBR,HND,863,685,0,0,0,0,0
2024,Germany,Honduras,DEU,HND,94,115,0,0,0,0,0
2024,Guatemala,Honduras,GTM,HND,319,1016,0,0,0,0,34570
2024,Honduras,Honduras,HND,HND,0,0,247090,0,0,0,36743
2024,Iceland,Honduras,ISL,HND,8,5,0,0,0,0,0
2024,Ireland,Honduras,IRL,HND,17,24,0,0,0,0,0
2024,Italy,Honduras,ITA,HND,542,536,0,0,0,0,0
2024,Mexico,Honduras,MEX,HND,72914,62840,0,0,0,0,13560
2024,"Netherlands (Kingdom of the)",Honduras,NLD,HND,13,12,0,0,0,0,0
2024,Norway,Honduras,NOR,HND,5,5,0,0,0,0,0
2024,Panama,Honduras,PAN,HND,10,29,0,0,0,0,0
2024,Peru,Honduras,PER,HND,0,12,0,0,0,0,0
2024,"El Salvador",Honduras,SLV,HND,34,44,0,0,0,0,0
2024,Spain,Honduras,ESP,HND,2563,5425,0,0,0,0,0
2024,Sweden,Honduras,SWE,HND,17,0,0,0,0,0,0
2024,Switzerland,Honduras,CHE,HND,5,8,0,0,0,0,0
2024,Uruguay,Honduras,URY,HND,0,5,0,0,0,0,0
2024,"United States of America",Honduras,USA,HND,22479,164784,0,0,0,0,0
2023,Argentina,Honduras,ARG,HND,5,5,0,0,0,0,0
2023,Belgium,Honduras,BEL,HND,18,0,0,0,0,0,0
2023,Brazil,Honduras,BRA,HND,8,22,0,0,0,0,0
